loc_id;patinete_id;dt_registro;bairro;latitude;longitude;bateria_pct;em_uso
LOC-000055;PAT-0074;2024-06-01 20:00:00;América;-26.286178055432583;-48.848675555914824;95;True
LOC-000056;PAT-0054;2024-02-05 17:00:00;Jardim Iririú;-26.269637840228278;-48.854772357625656;8;False
LOC-000057;PAT-0021;2024-12-30 23:00:00;Glória;-26.32261899635992;-48.83628928216992;53;True
LOC-000058;PAT-0032;2024-03-15 07:00:00;Anita Garibaldi;-26.31624825589147;-48.83492393082295;77;False
LOC-000059;PAT-0029;2024-08-05 17:00:00;Saguaçu;-26.285309631547;-48.844846541787824;38;False
LOC-000060;PAT-0022;2024-09-15 03:00:00;Anita Garibaldi;-26.311170740263453;-48.83361087287882;95;False
LOC-000061;PAT-0055;2024-01-23 02:00:00;Anita Garibaldi;-26.30989160250156;-48.829675534863625;34;False
LOC-000062;PAT-0004;2024-05-04 17:00:00;Centro;-26.308286103936023;-48.85304365265582;92;False
LOC-000063;PAT-0047;2024-12-06 04:00:00;Glória;-26.312821534705552;-48.82694878336801;5;True
LOC-000064;PAT-0071;2024-08-16 05:00:00;América;-26.296283864028688;-48.85045555631385;56;False
LOC-000065;PAT-0049;2024-02-06 01:00:00;Itaum;-26.322549549203735;-48.82193342617632;83;True
LOC-000066;PAT-0080;2024-06-09 03:00:00;Jardim Iririú;-26.27576230203988;-48.86255560028425;49;True
LOC-000067;PAT-0036;2024-05-04 07:00:00;Paranaguamirim;-26.340301988930932;-48.81306667787561;88;False
LOC-000068;PAT-0022;2024-05-23 12:00:00;Anita Garibaldi;-26.314666114590135;-48.82874407400569;21;False
LOC-000069;PAT-0059;2024-01-31 03:00:00;América;-26.291814025377118;-48.85106118518238;29;False
LOC-000070;PAT-0054;2024-10-06 09:00:00;Iririú;-26.273869366736307;-48.849804429374764;48;False
LOC-000071;PAT-0062;2024-03-22 04:00:00;Bucarein;-26.299030573471796;-48.843565497890495;61;True
LOC-000072;PAT-0038;2024-01-02 03:00:00;Saguaçu;-26.286362450395174;-48.85436168859531;73;True
LOC-000073;PAT-0067;2024-04-30 17:00:00;Anita Garibaldi;-26.308276425353387;-48.84201590821666;55;True
LOC-000074;PAT-0027;2024-12-02 17:00:00;Itaum;-26.327025979598616;-48.82717865005882;46;False
LOC-000075;PAT-0013;2024-03-27 11:00:00;Itaum;-26.324667659487424;-48.82191759772868;22;True
LOC-000076;PAT-0057;2024-04-30 05:00:00;Saguaçu;-26.289000656300168;-48.85060419598663;81;False
LOC-000077;PAT-0025;2024-01-17 17:00:00;Bucarein;-26.296247543843933;-48.83851300762204;44;True
LOC-000078;PAT-0001;2024-04-10 21:00:00;Jardim Iririú;-26.266636883433716;-48.85611485597464;16;False
LOC-000079;PAT-0050;2024-02-09 21:00:00;Centro;-26.306484195026037;-48.853386336498666;22;False
LOC-000080;PAT-0052;2024-07-17 16:00:00;Itaum;-26.330223079329556;-48.82446202779378;69;True
LOC-000081;PAT-0024;2024-03-03 23:00:00;Bucarein;-26.300979485707106;-48.84561181039746;-12;False
LOC-000082;PAT-0076;2024-11-22 13:00:00;Anita Garibaldi;-26.31773048963813;-48.834238208253716;36;False
LOC-000083;PAT-0028;2024-04-23 13:00:00;Iririú;-26.279579180629394;-48.860687756417484;66;True
LOC-000084;PAT-0012;2024-01-05 07:00:00;Centro;-26.31071178165758;-48.852056940489604;96;True
LOC-000085;PAT-0048;2024-10-02 18:00:00;Bucarein;-26.295070886796957;-48.83489937777267;11;False
LOC-000086;PAT-0012;2024-12-12 21:00:00;América;-26.288428361710253;-48.84613275348323;9;True
LOC-000087;PAT-0068;2024-12-14 02:00:00;Bucarein;-26.29079029805472;-48.84710952156654;53;True
LOC-000088;PAT-0012;2024-11-28 22:00:00;Saguaçu;-26.281325145381643;-48.849494915073514;38;False
LOC-000089;PAT-0060;2024-09-02 07:00:00;Anita Garibaldi;-26.319167266579903;-48.83731004801188;37;True
LOC-000090;PAT-0070;2024-07-13 19:00:00;Paranaguamirim;-26.333852077217138;-48.81034393481495;72;True
LOC-000091;PAT-0065;2024-01-07 14:00:00;Centro;-26.29859719739287;-48.84603659333635;76;True
LOC-000092;PAT-0020;2024-09-18 18:00:00;Glória;-26.32090687486764;-48.8359544042081;48;True
LOC-000093;PAT-0038;2024-12-27 09:00:00;Paranaguamirim;-26.338626191191555;-48.8111761269895;41;True
LOC-000094;PAT-0019;2024-11-27 15:00:00;Iririú;-26.26738274668044;-48.8566497923484;73;True
LOC-000095;PAT-0049;2024-08-07 15:00:00;Centro;-26.30388313017843;-48.84999321203789;66;True
LOC-000096;PAT-0047;2024-04-04 01:00:00;Anita Garibaldi;-26.305514850745983;-48.83699202204767;48;False
LOC-000097;PAT-0044;2024-01-22 00:00:00;Anita Garibaldi;-26.31867137987504;-48.83503589498229;36;False
LOC-000098;PAT-0073;2024-06-30 04:00:00;Centro;-26.30934317010066;-48.84871015173733;18;True
LOC-000099;PAT-0040;2024-02-11 08:00:00;Itaum;-26.330947920904936;-48.82412950763853;19;False
LOC-000100;PAT-0054;2024-12-23 22:00:00;América;-26.289643891066603;-48.85262396753914;79;True
LOC-000101;PAT-0080;2024-02-21 01:00:00;Saguaçu;-26.279940354370197;-48.855693233428;85;False
LOC-000102;PAT-0071;2024-08-30 00:00:00;Centro;-26.29658780615771;-48.841840034462464;71;True
LOC-000103;PAT-0076;2024-08-21 03:00:00;América;-26.292778376056415;-48.85626488170292;6;False
LOC-000104;PAT-0003;2024-08-10 07:00:00;Saguaçu;-26.292241349821758;-48.85529752618191;37;False
LOC-000105;PAT-0054;2024-05-17 17:00:00;Bucarein;-26.293181255947275;-48.83954082091352;26;True
LOC-000106;PAT-0020;2024-07-05 00:00:00;Bucarein;-26.296329908494673;-48.83761702193882;51;True
LOC-000107;PAT-0031;2024-11-30 21:00:00;Bucarein;-26.302823314258106;-48.83697873389451;49;True
LOC-000108;PAT-0018;2024-09-29 19:00:00;Iririú;-26.275082744694057;-48.85510385307743;44;True
LOC-000109;PAT-0059;2024-06-13 03:00:00;Saguaçu;-26.28112303607146;-48.85271410904496;23;True
LOC-000110;PAT-0019;2024-04-02 06:00:00;Bucarein;-26.2936734114069;-48.838204357164;72;True
LOC-000111;PAT-0029;2024-08-22 00:00:00;Jardim Iririú;-26.26800610540802;-48.85680459076553;5;True
LOC-000112;PAT-0061;2024-09-27 11:00:00;Saguaçu;-26.28811656751794;-48.85205966825435;46;True
LOC-000113;PAT-0016;2024-02-11 03:00:00;Jardim Iririú;-26.260420118687385;-48.853545475906195;36;False
LOC-000114;PAT-0058;2024-10-26 02:00:00;América;-26.288386198224696;-48.857330056670676;61;False
LOC-000115;PAT-0080;2024-11-14 08:00:00;Saguaçu;-26.28646819969046;-48.840276988166536;57;True
LOC-000116;PAT-0065;2024-11-25 09:00:00;Centro;-26.307912588412727;-48.84043603502436;43;False
LOC-000117;PAT-0075;2024-07-04 08:00:00;Centro;-26.300702352271944;-48.84319362167234;21;False
LOC-000118;PAT-0004;2024-07-05 13:00:00;Centro;-26.3085250648705;-48.839180001787525;51;True
LOC-000119;PAT-0020;2024-11-06 15:00:00;Centro;-26.309652640176424;-48.84264302130683;47;True
LOC-000120;PAT-0022;2024-03-13 19:00:00;Anita Garibaldi;-26.311522657776607;-48.83995268804752;8;True
LOC-000121;PAT-0030;2024-07-21 11:00:00;Saguaçu;-26.288360201717694;-48.84892550179019;66;True
LOC-000122;PAT-0061;2024-06-22 12:00:00;Iririú;-26.27293751768122;-48.86185595161069;76;True
LOC-000123;PAT-0074;2024-02-28 19:00:00;Itaum;-26.33611298120201;-48.82176548124339;59;False
LOC-000124;PAT-0008;2024-04-05 14:00:00;América;-26.288520942326922;-48.847134351684204;75;False
LOC-000125;PAT-0005;2024-08-07 15:00:00;Itaum;-26.333467255552033;-48.82181690638511;72;True
LOC-000126;PAT-0055;2024-02-10 07:00:00;Anita Garibaldi;-26.31999611304905;-48.83771529319251;86;False
LOC-000127;PAT-0041;2024-08-12 14:00:00;Anita Garibaldi;-26.317969023077215;-48.83347430843983;62;False
LOC-000128;PAT-0035;2024-12-16 03:00:00;Iririú;-26.268062153954638;-48.84904472753601;74;True
LOC-000129;PAT-0070;2024-12-18 21:00:00;Itaum;-26.32412232577415;-48.827238668919264;55;False
LOC-000130;PAT-0058;2024-09-13 16:00:00;Glória;-26.32426225548742;-48.831832473044805;8;False
LOC-000131;PAT-0008;2024-07-31 04:00:00;Jardim Iririú;-26.263546049527275;-48.86546814813096;91;False
LOC-000132;PAT-0071;2024-08-05 07:00:00;América;-26.289262854509218;-48.84787433198829;28;False
LOC-000133;PAT-0036;2024-10-26 11:00:00;Paranaguamirim;-26.3324655246168;-48.8213084070331;10;True
LOC-000134;PAT-0060;2024-07-24 03:00:00;Iririú;-26.277022309447453;-48.85236307586271;34;True
LOC-000135;PAT-0058;2024-03-09 23:00:00;Iririú;-26.272096630199723;-48.85842110606723;97;True
LOC-000136;PAT-0075;2024-07-24 12:00:00;Saguaçu;-26.291983428441217;-48.8528173309802;80;True
LOC-000137;PAT-0042;2024-08-13 17:00:00;Glória;-26.321660042450937;-48.8230183590748;21;True
LOC-000138;PAT-0034;2024-04-22 00:00:00;Centro;-26.29697891742099;-48.853903606772064;26;True
LOC-000139;PAT-0010;2024-07-09 11:00:00;Jardim Iririú;-26.2673763060088;-48.860995563649766;20;True
LOC-000140;PAT-0057;2024-09-10 06:00:00;Saguaçu;-26.288393927946643;-48.85565396812061;36;False
LOC-000141;PAT-0054;2024-08-22 03:00:00;Saguaçu;-26.291075664589943;-48.84826251123033;14;True
LOC-000142;PAT-0064;2024-04-10 17:00:00;Anita Garibaldi;-26.308743546557096;-48.83498324195529;66;True
LOC-000143;PAT-0041;2024-09-25 15:00:00;Bucarein;-26.295682303305124;-48.84485340045768;9;False
LOC-000144;PAT-0041;2024-05-26 01:00:00;Centro;-26.30641698058234;-48.8520854115596;16;False
LOC-000145;PAT-0026;2024-03-25 23:00:00;Glória;-26.312784938370147;-48.83197779939625;84;True
LOC-000146;PAT-0076;2024-03-12 06:00:00;Iririú;-26.282644754992194;-48.852243792961076;96;False
LOC-000147;PAT-0068;2024-12-17 20:00:00;Bucarein;-26.30114041837389;-48.83748166706169;46;False
LOC-000148;PAT-0010;2024-05-27 21:00:00;Anita Garibaldi;-26.305262888219207;-48.83450799036179;76;True
LOC-000149;PAT-0070;2024-07-13 02:00:00;Bucarein;-26.300865032986888;-48.84056264968896;56;True
LOC-000150;PAT-0070;2024-06-03 09:00:00;América;-26.294963954658318;-48.855790138062005;58;True
LOC-000151;PAT-0080;2024-07-19 12:00:00;Itaum;-26.329452473441098;-48.823402714668354;31;True
LOC-000152;PAT-0006;2024-03-31 15:00:00;Jardim Iririú;-26.262819172001272;-48.86540967023916;80;True
LOC-000153;PAT-0058;2024-08-05 06:00:00;Jardim Iririú;-26.274349651825947;-48.86401127439993;78;False
LOC-000154;PAT-0027;2024-04-21 00:00:00;Paranaguamirim;-26.332911668645668;-48.819401811516386;89;False
LOC-000155;PAT-0060;2024-05-31 21:00:00;América;-26.2862788339011;-48.85068881941774;21;True
LOC-000156;PAT-0066;2024-02-26 02:00:00;Glória;-26.325099995911174;-48.828996979907345;74;False
LOC-000157;PAT-0009;2024-08-22 13:00:00;Iririú;-26.271607872620827;-48.84788084126685;65;True
LOC-000158;PAT-0046;2024-02-19 21:00:00;Itaum;-26.3318406604378;-48.824870869646375;77;False
LOC-000159;PAT-0075;2024-06-01 05:00:00;Glória;-26.32156328515078;-48.82773318863742;72;True
LOC-000160;PAT-0009;2024-11-16 21:00:00;Jardim Iririú;-26.26346735852098;-48.8549238516962;66;False
LOC-000161;PAT-0042;2024-02-22 11:00:00;Glória;-26.312595443072308;-48.82903613657947;25;True
LOC-000162;PAT-0064;2024-04-05 09:00:00;Bucarein;-26.303973506034442;-48.845919941559984;71;False
LOC-000163;PAT-0078;2024-09-18 07:00:00;Jardim Iririú;-26.26926991620994;-48.86379919631968;68;False
LOC-000164;PAT-0008;2024-02-27 19:00:00;Centro;-26.304704934270653;-48.85357195115087;30;False
LOC-000165;PAT-0072;2024-07-22 17:00:00;América;-26.292979010928722;-48.85411289237523;94;False
LOC-000166;PAT-0075;2024-08-03 06:00:00;Saguaçu;-26.28718897402054;-48.84408634113594;14;True
LOC-000167;PAT-0039;2024-07-31 08:00:00;Glória;-26.327163701319016;-48.837239715884685;37;True
LOC-000168;PAT-0048;2024-09-02 00:00:00;Iririú;-26.272031382070995;-48.85949127547992;25;True
LOC-000169;PAT-0066;2024-05-08 12:00:00;Bucarein;-26.29902056932608;-48.83870028002349;44;True
LOC-000170;PAT-0078;2024-06-09 12:00:00;Saguaçu;-26.289883299157697;-48.843477574994836;77;True
LOC-000171;PAT-0050;2024-10-02 18:00:00;América;-26.285943463963168;-48.85171490543901;51;True
LOC-000172;PAT-0022;2024-07-17 18:00:00;América;-26.286159028029573;-48.84783081058434;57;True
LOC-000173;PAT-0052;2024-09-18 15:00:00;Jardim Iririú;-26.26821773395058;-48.86179276530152;27;False
LOC-000174;PAT-0071;2024-01-12 06:00:00;Jardim Iririú;-26.271224789421638;-48.86544138807961;78;True
LOC-000175;PAT-0027;2024-07-12 17:00:00;Itaum;-26.327790516387257;-48.821629608103635;19;True
LOC-000176;PAT-0065;2024-10-13 07:00:00;Itaum;-26.33338956582756;-48.81872051487675;65;False
LOC-000177;PAT-0034;2024-01-02 00:00:00;Itaum;-26.33422387311482;-48.81283114749036;90;False
LOC-000178;PAT-0071;2024-05-22 17:00:00;Iririú;-26.27131176553558;-48.86189998476658;78;True
LOC-000179;PAT-0066;2024-04-22 15:00:00;Centro;-26.311754796164465;-48.84608169449849;55;True
LOC-000180;PAT-0057;2024-12-15 19:00:00;Iririú;-26.281483704463444;-48.85773728354862;44;False
LOC-000181;PAT-0053;2024-11-24 07:00:00;Anita Garibaldi;-26.319891389215623;-48.83486701289157;43;True
LOC-000182;PAT-0027;2024-07-24 23:00:00;Jardim Iririú;-26.273552909016395;-48.867616392841974;19;False
LOC-000183;PAT-0068;2024-04-26 22:00:00;Itaum;-26.336896159860633;-48.822991594324776;59;False
LOC-000184;PAT-0003;2024-02-10 11:00:00;América;-26.283067162115522;-48.84588210963957;6;False
LOC-000185;PAT-0020;2024-10-22 05:00:00;Anita Garibaldi;-26.315379040480735;-48.834136932258325;35;True
LOC-000186;PAT-0003;2024-03-15 22:00:00;Centro;-26.310011711797294;-48.84699068011494;29;True
LOC-000187;PAT-0062;2024-10-31 03:00:00;Saguaçu;-26.289144059872065;-48.85143159885256;28;False
LOC-000188;PAT-0052;2024-12-04 20:00:00;Anita Garibaldi;-26.30502199085536;-48.83823131963534;74;True
LOC-000189;PAT-0011;2024-03-26 15:00:00;Paranaguamirim;-26.33967743643161;-48.81687037706255;76;False
LOC-000190;PAT-0020;2024-01-30 12:00:00;América;-26.293162910459074;-48.84563086864057;69;False
LOC-000191;PAT-0031;2024-06-17 19:00:00;Iririú;-26.269025736673452;-48.847524588691066;5;False
LOC-000192;PAT-0076;2024-04-24 08:00:00;Jardim Iririú;-26.269680155671217;-48.860981513898395;65;False
LOC-000193;PAT-0052;2024-02-02 01:00:00;Paranaguamirim;-26.342639862880677;-48.816706354580035;5;False
LOC-000194;PAT-0014;2024-05-15 01:00:00;Centro;-26.309083479639206;-48.84065518758688;7;True
LOC-000195;PAT-0024;2024-07-12 23:00:00;Itaum;-26.331955250817447;-48.82116951486982;46;False
LOC-000196;PAT-0015;2024-12-17 04:00:00;América;-26.29393305030373;-48.850167709243266;15;False
LOC-000197;PAT-0078;2024-10-23 03:00:00;Saguaçu;-26.28216313665123;-48.85230493336642;94;True
LOC-000198;PAT-0004;2024-02-11 17:00:00;Centro;-26.30776667672527;-48.84230395942754;10;True
LOC-000199;PAT-0043;2024-08-19 05:00:00;Anita Garibaldi;-26.31076480405724;-48.83448818690767;27;True
LOC-000200;PAT-0012;2024-03-06 16:00:00;Anita Garibaldi;-26.31894572535949;-48.83005544719615;72;False
LOC-000201;PAT-0071;2024-03-21 08:00:00;Bucarein;-26.302939373492855;-48.83750827631954;67;True
LOC-000202;PAT-0070;2024-09-02 03:00:00;América;-26.29248151565422;-48.85555992370768;44;True
LOC-000203;PAT-0013;2024-09-22 06:00:00;América;-26.28400881193746;-48.847549831191074;48;True
LOC-000204;PAT-0020;2024-01-11 02:00:00;Itaum;-26.331963968228546;-48.81519912947278;92;False
LOC-000205;PAT-0073;2024-10-01 03:00:00;Jardim Iririú;-26.265374814060802;-48.86246228414748;15;False
LOC-000206;PAT-0070;2024-08-16 22:00:00;Paranaguamirim;-26.343918604441257;-48.82023825419356;24;True
LOC-000207;PAT-0067;2024-10-25 12:00:00;Jardim Iririú;-26.27396746278443;-48.86795788551073;7;True
LOC-000208;PAT-0050;2024-11-29 01:00:00;Centro;-26.31146341439872;-48.84698554155051;23;False
LOC-000209;PAT-0013;2024-09-02 10:00:00;Itaum;-26.333113384023314;-48.82236107629538;92;False
LOC-000210;PAT-0066;2024-12-12 14:00:00;Jardim Iririú;-26.27347742357125;-48.85912144265879;25;False
LOC-000211;PAT-0018;2024-09-26 19:00:00;Itaum;-26.33521583283174;-48.82499134251858;98;True
LOC-000212;PAT-0004;2024-09-23 20:00:00;Bucarein;-26.293827851065807;-48.83624535123734;95;False
LOC-000213;PAT-0063;2024-05-09 18:00:00;Iririú;-26.282746590864882;-48.85887591654995;88;False
LOC-000214;PAT-0001;2024-09-01 09:00:00;Bucarein;-26.297075037988233;-48.84637712631859;5;False
LOC-000215;PAT-0052;2024-10-24 19:00:00;Anita Garibaldi;-26.313928617910506;-48.83530857509625;15;True
LOC-000216;PAT-0050;2024-08-17 19:00:00;Anita Garibaldi;-26.311895200001466;-48.835018383620096;97;False
LOC-000217;PAT-0077;2024-11-03 01:00:00;Bucarein;-26.296994716204566;-48.84655863633944;67;True
LOC-000218;PAT-0005;2024-06-10 05:00:00;Jardim Iririú;-26.270986116888682;-48.863650228372386;51;False
LOC-000219;PAT-0016;2024-03-10 03:00:00;América;-26.294278258237053;-48.85628471617351;43;False
LOC-000220;PAT-0007;2024-09-08 03:00:00;Paranaguamirim;-26.336265570410642;-48.811504637146825;51;True
LOC-000221;PAT-0059;2024-02-26 08:00:00;Iririú;-26.26905956819006;-48.850678575499934;39;True
LOC-000222;PAT-0076;2024-10-06 13:00:00;Saguaçu;-26.289918693880665;-48.84860274404065;13;False
LOC-000223;PAT-0017;2024-06-20 13:00:00;Anita Garibaldi;-26.31843809983144;-48.83157460763704;55;True
LOC-000224;PAT-0029;2024-07-01 16:00:00;América;-26.284635267097727;-48.847225033729;40;True
LOC-000225;PAT-0062;2024-02-18 17:00:00;Anita Garibaldi;-26.314401672581642;-48.84078759155716;72;True
LOC-000226;PAT-0019;2024-11-13 17:00:00;Itaum;-26.329178921749392;-48.812541151602645;68;False
LOC-000227;PAT-0076;2024-12-05 03:00:00;Paranaguamirim;-26.34224730968768;-48.80986348884645;84;False
LOC-000228;PAT-0072;2024-01-05 13:00:00;Glória;-26.325987162618464;-48.834728264620864;22;True
LOC-000229;PAT-0019;2024-02-09 15:00:00;Paranaguamirim;-26.338570693680836;-48.82002135942806;89;False
LOC-000230;PAT-0050;2024-04-18 20:00:00;Iririú;-26.274597746371686;-48.86098942167072;94;True
LOC-000231;PAT-0071;2024-12-16 22:00:00;Itaum;-26.33475210305294;-48.82578594299933;13;True
LOC-000232;PAT-0078;2024-06-09 13:00:00;Bucarein;-26.298770095285562;-48.83802941121554;12;False
LOC-000233;PAT-0030;2024-05-04 03:00:00;Jardim Iririú;-26.263248839935752;-48.86048553188877;39;True
LOC-000234;PAT-0029;2024-07-27 06:00:00;América;-26.289553182350275;-48.84647305323616;56;False
LOC-000235;PAT-0036;2024-02-18 05:00:00;América;-26.29744932276693;-48.847059921690395;58;False
LOC-000236;PAT-0066;2024-11-01 14:00:00;Glória;-26.319231656044334;-48.828326196583916;21;True
LOC-000237;PAT-0056;2024-07-06 11:00:00;Anita Garibaldi;-26.30875618721137;-48.83201813429474;64;True
LOC-000238;PAT-0039;2024-08-17 05:00:00;Saguaçu;-26.28031674550751;-48.855706308409935;45;True
LOC-000239;PAT-0078;2024-07-31 03:00:00;Glória;-26.317934118741853;-48.83301155765112;88;True
LOC-000240;PAT-0059;2024-08-02 19:00:00;Bucarein;-26.303557469367345;-48.83979484513185;99;False
LOC-000241;PAT-0006;2024-06-05 19:00:00;Centro;-26.301037227734557;-48.85405048074422;7;False
LOC-000242;PAT-0032;2024-07-29 06:00:00;Centro;-26.301562530462697;-48.85367236890108;17;True
LOC-000243;PAT-0041;2024-09-06 17:00:00;Centro;-26.31200916987295;-48.840569792280476;50;True
LOC-000244;PAT-0006;2024-09-16 02:00:00;Bucarein;-26.299412037318554;-48.83905560221292;26;True
LOC-000245;PAT-0054;2024-02-15 18:00:00;Jardim Iririú;-26.270672796048604;-48.86375408427008;56;False
LOC-000246;PAT-0063;2024-04-18 16:00:00;Iririú;-26.27228940697194;-48.8519925945581;92;False
LOC-000247;PAT-0042;2024-12-19 22:00:00;Bucarein;-26.302541827003022;-48.83732069329377;92;False
LOC-000248;PAT-0059;2024-10-29 20:00:00;Saguaçu;-26.283546049232413;-48.85109129147024;78;False
LOC-000249;PAT-0066;2024-10-24 18:00:00;Paranaguamirim;-26.33338870461097;-48.82242340196001;62;True
LOC-000250;PAT-0079;2024-01-28 12:00:00;Saguaçu;-26.28023516204466;-48.84107553400499;37;False
LOC-000251;PAT-0053;2024-09-28 05:00:00;Anita Garibaldi;-26.305256676220537;-48.83747712258727;40;True
LOC-000252;PAT-0067;2024-12-23 01:00:00;Bucarein;-26.290343904529074;-48.84829629178744;26;False
